repo,subrepo,lang,n_project,n_folder,n_file,n_scope,n_type,n_operation,n_operation_method,n_operation_constructor,n_variable,n_variable_field,n_variable_param,e_includes,e_contains,e_requires,e_declares,e_encloses,e_specializes,e_encapsulates,e_returns,e_instantiates,e_invokes,e_uses,e_parameterizes,e_typed,methods_per_class_mean,methods_per_class_median,methods_per_class_max,methods_per_class_std,fields_per_class_mean,fields_per_class_median,fields_per_class_max,call_fanout_mean,call_fanout_median,call_fanout_max,call_fanout_std,call_fanin_mean,call_fanin_median,call_fanin_max,call_fanin_std,arity_mean,arity_median,arity_max,field_uses_fanin_mean,field_uses_fanin_max,inh_parents_mean,inh_children_mean,inh_children_max,inh_depth_max,inh_depth_mean,file_req_out_mean,file_req_out_max,file_req_in_mean,file_req_in_max,fs_depth_max,scope_depth_max,scope_to_scope_fanout_mean,scope_to_scope_fanout_p90,scope_to_scope_fanout_max,scope_to_type_fanout_mean,scope_to_type_fanout_p90,scope_to_type_fanout_max,folder_to_folder_fanout_mean,folder_to_folder_fanout_p90,folder_to_folder_fanout_max,folder_to_file_fanout_mean,folder_to_file_fanout_p90,folder_to_file_fanout_max,num_methods_mean,num_methods_median,num_methods_max,stmts_mean,stmts_median,stmts_p90,stmts_max,stmts_std,halstead_vocabulary_mean,halstead_length_mean,halstead_volume_mean,halstead_difficulty_mean,halstead_effort_mean,halstead_estimatedBugs_mean,halstead_volume_p90,halstead_effort_p90,coverage_requires,coverage_specializes,coverage_instantiates,coverage_typed,n_type_inbound,n_type_outbound,n_type_transit,n_type_hidden,pct_type_classified,pkg_pct_inbound_mean,pkg_pct_outbound_mean,pkg_pct_transit_mean,pkg_pct_hidden_mean,pkg_pct_inbound_max,pkg_pct_outbound_max,pkg_pct_transit_max,pkg_pct_hidden_max,pkg_profile_entropy_mean,pct_pkg_dominant_inbound,pct_pkg_dominant_outbound,pct_pkg_dominant_transit,pct_pkg_dominant_hidden
Planshit__Tai,,csharp,1,51,210,48,213,948,852,95,1877,759,1118,51,210,0,213,280,50,1707,42,153,872,115,1118,310,4.44601,2,29,6.14253,3.56338,1,44,0.919831,0,10,1.42902,0.919831,0,38,2.42001,1.17932,1,11,0.151515,4,0.234742,0.234742,6,3,1.44,0,0,0,0,2,3,0.916667,3,15,4.4375,14,23,0,0,0,4.11765,10,15,4.4507,2,29,3.11709,2,7,97,5.55771,18.2723,37.3462,190.916,3.1263,2321.42,0.0636386,465.139,3355.51,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Ponderfly__GoogleTranslateIpCheck,,csharp,1,1,1,0,3,2,2,0,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,0,0.666667,0,2,0.942809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,2,,,,,,,,0,0,0,1,1,1,0.666667,0,2,0,0,0,0,0,3,3,4.75489,0,0,0.00158496,4.75489,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
PowerShell__PSReadLine,,csharp,1,4,87,7,105,1222,1178,42,2154,787,1367,4,87,0,105,147,23,2009,40,172,3066,1121,1367,373,11.619,3,466,55.104,7.49524,2,265,2.509,2,36,2.65276,2.509,0,273,15.6149,1.11866,1,7,1.4244,111,0.219048,0.219048,5,2,1.17391,0,0,0,0,2,2,0.571429,2,2,13.8571,65,65,0,0,0,21.75,47,47,11.6476,3,467,3.89525,3,8,40,4.32806,23.1842,66.7199,366.364,3.89225,3171.28,0.122121,821.058,4977.38,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
PowerShell__PowerShell,,csharp,1,130,1320,104,3476,21412,18497,2833,46801,12556,34245,130,1320,0,3476,4139,1603,33968,2240,6264,36157,8233,34245,10704,6.13636,3,316,13.0677,3.6122,1,195,1.68863,1,78,2.68511,1.68863,1,1599,14.5653,1.59934,1,128,0.655702,144,0.461162,0.461162,189,7,2.02783,0,0,0,0,2,5,0.798077,2,18,33.3365,80,812,0,0,0,10.1538,24,147,6.18728,3,316,3.17616,2,7,1756,12.6438,20.176,45.898,243.919,3.97464,3181.79,0.0813065,553.098,5108.55,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
PrismLibrary__Prism,,csharp,1,248,1086,193,1050,4454,3864,589,4578,648,3930,248,1086,0,1050,1320,510,5102,358,2361,3529,453,3930,898,4.24095,2,91,7.34056,0.617143,0,15,0.792322,0,20,1.29564,0.792322,0,75,3.38931,0.882353,1,8,0.699074,35,0.485714,0.485714,37,3,1.28079,0,0,0,0,2,6,0.943005,3,25,5.42487,13,68,0,0,0,4.37903,11,41,4.79238,2,110,3.48743,2,9,62,4.88753,13.5021,24.934,109.38,1.18565,293.205,0.0364601,274.786,627.235,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Prowlarr__Prowlarr,,csharp,1,290,1499,311,2066,6748,5620,1111,10197,1756,8441,290,1499,0,2066,2406,818,8504,1183,2029,6961,1456,8441,4239,3.25799,2,61,4.75221,0.849952,0,78,1.03156,0,17,1.55916,1.03156,0,224,5.29229,1.25089,1,16,0.829157,197,0.395934,0.395934,58,7,1.46906,0,0,0,0,2,5,0.987138,2,34,6.64309,12,251,0,0,0,5.16897,10,55,3.26815,2,61,3.22629,2,6,1307,20.2064,17.9423,36.5028,203.97,2.0339,1337.31,0.0679899,377.851,1720.96,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
QL-Win__QuickLook,,csharp,1,31,91,22,103,455,413,42,832,222,610,31,91,0,103,135,6,677,8,41,282,63,610,48,4.41748,3,24,4.07103,2.15534,1,17,0.61978,0,8,1.13798,0.61978,0,7,0.931998,1.34066,1,6,0.283784,5,0.0582524,0.0582524,4,2,1.16667,0,0,0,0,2,4,0.909091,2,11,4.68182,8,19,0,0,0,2.93548,6,10,4.4466,3,24,2.87033,2,6,21,2.84058,16.6368,28.7458,134.798,2.8377,963.72,0.0449326,325.485,1919.89,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
QianMo__Unity-Design-Pattern,,csharp,1,83,120,58,484,1015,873,142,855,318,537,83,120,0,484,361,206,1333,66,281,500,157,537,316,2.09711,1,11,1.69737,0.657025,0,14,0.492611,0,10,0.977427,0.492611,0,5,0.750497,0.529064,0,4,0.493711,6,0.42562,0.42562,8,2,1.07805,0,0,0,0,2,1,0.0344828,0,1,5.7931,10,13,0,0,0,1.44578,2,12,2.09711,1,11,1.71429,1,4,25,2.23301,6.18328,10.6541,37.1308,0.880956,107.4,0.0123769,109.393,196.508,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
QuantConnect__Lean,,csharp,1,232,3768,201,4497,19730,16002,3623,32850,7532,25318,232,3768,0,4497,5342,3335,27262,2181,11194,29603,7453,25318,11713,4.36402,3,591,11.2578,1.67489,0,311,1.50041,1,56,2.22792,1.50041,0,843,15.7687,1.28322,1,20,0.989511,805,0.741606,0.741606,791,5,1.44936,0,0,0,0,2,5,0.995025,3,33,22.3731,38,837,0,0,0,16.2414,28,820,4.39604,3,591,3.50558,2,8,63,5.13623,21.335,46.663,240.673,2.708,1957.86,0.0802245,603.893,3327.06,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
QuestPDF__QuestPDF,,csharp,1,25,332,26,442,1609,1482,98,2008,435,1573,25,332,0,442,516,147,2044,433,616,2392,720,1573,972,3.57466,2,43,5.52412,0.984163,0,20,1.48664,0,11,2.21161,1.48664,0,160,8.84414,0.977626,1,6,1.65517,82,0.332579,0.332579,32,3,1.41071,0,0,0,0,2,3,0.923077,2,11,17,49,62,0,0,0,13.28,40,48,3.64027,2,43,1.77626,1,4,18,1.95561,15.2375,28.5756,130.946,1.6346,607.563,0.0436488,320.51,748.201,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Radarr__Radarr,,csharp,1,454,2398,482,3013,10521,9072,1417,14429,2854,11575,454,2398,0,3013,3581,1153,13375,1212,3061,12358,330,11575,6227,3.48125,2,61,5.21519,0.947229,0,37,1.1746,1,19,1.52058,1.1746,0,863,9.38171,1.10018,1,20,0.115627,51,0.382675,0.382675,133,4,1.30237,0,0,0,0,2,8,0.991701,2,48,6.25104,12,216,0,0,0,5.28194,10,135,3.49386,2,61,2.81418,2,6,59,3.11994,16.2703,29.8312,140.884,1.60913,736.739,0.0469613,332.93,1177.03,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
RayWangQvQ__BiliBiliToolPro,,csharp,1,41,206,46,232,497,411,86,720,201,519,41,206,0,232,271,63,698,8,76,367,42,519,253,2.14224,1,19,3.13923,0.866379,0,16,0.738431,0,13,1.26554,0.738431,0,40,2.023,1.04427,1,16,0.208955,8,0.271552,0.271552,12,2,1.33929,0,0,0,0,2,5,0.826087,3,7,5.04348,11,36,0,0,0,5.02439,10,26,2.14655,1,19,3.16298,2,7,25,3.53647,17.5669,29.3406,141.56,2.01703,913.338,0.0471867,377.462,1916.79,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Redth__PushSharp,,csharp,1,17,70,9,107,250,147,103,344,103,241,17,70,0,107,118,24,353,5,101,140,1,241,80,2.33645,2,11,2.2752,0.962617,0,26,0.56,0,7,1.19599,0.56,0,10,1.47458,0.964,1,5,0.00970874,1,0.224299,0.224299,9,2,1.20833,0,0,0,0,2,1,0.888889,8,8,11.8889,20,20,0,0,0,4.11765,10,11,2.33645,2,11,3.52,1,12,30,4.82261,21.3333,42.3333,228.609,3.23566,2369.31,0.0762029,737.215,4701.63,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
RicoSuter__NSwag,,csharp,1,91,410,96,589,1360,1195,164,1721,242,1479,91,410,0,589,855,122,1602,54,911,969,64,1479,409,2.3073,1,30,2.99501,0.410866,0,11,0.7125,0,11,1.02706,0.7125,0,146,5.99587,1.0875,1,9,0.264463,33,0.207131,0.207131,19,3,1.18644,0,0,0,0,2,6,0.958333,3,11,6.0625,14,72,0,0,0,4.50549,12,39,2.32088,1,33,3.275,2,7,25,3.06104,18.4594,33.318,160.447,1.8409,841.141,0.0534823,333.405,1487.21,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Sanakan8472__copy-dialog-lunar-lander,,csharp,1,6,11,1,23,114,106,7,262,94,168,6,11,0,23,31,4,208,0,9,90,44,168,13,4.91304,2,19,5.63308,4.08696,2,19,0.789474,0,9,1.41715,0.789474,1,6,1.02147,1.47368,1,9,0.468085,5,0.173913,0.173913,2,2,1.25,0,0,0,0,2,0,0,0,0,23,23,23,0,0,0,1.83333,3,3,4.95652,2,19,2.49123,1,8,18,3.62071,19.0849,39.2547,204.312,3.29142,2954.19,0.068104,641.618,4481.31,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
SciSharp__TensorFlow.NET,,csharp,1,152,1177,116,1495,12764,10977,1350,29232,5193,24039,152,1177,0,1495,1753,520,17957,4294,3134,18020,5367,24039,10805,8.24548,3,875,27.4422,3.47358,1,181,1.41178,1,37,2.40784,1.41178,0,921,17.7901,1.88334,1,20,1.03351,1381,0.347826,0.347826,48,5,2.16499,0,0,0,0,2,4,0.931034,1,32,12.8707,20,558,0,0,0,7.74342,16,66,8.54582,3,875,3.51293,2,9,92,5.05917,19.7158,43.4672,211.934,2.76543,1459.66,0.0706447,482.153,2996.82,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Scighost__Starward,,csharp,1,33,249,35,316,1238,1127,110,2352,638,1714,33,249,0,316,399,62,1876,21,128,1125,73,1714,285,3.91456,1,65,7.30759,2.01899,0,43,0.908724,0,15,1.48354,0.908724,0,80,2.75063,1.38449,1,7,0.11442,6,0.196203,0.196203,29,2,1.04839,0,0,0,0,2,4,0.971429,3,10,9.02857,19,36,0,0,0,7.54545,13,19,3.91772,1,65,2.33845,1,6,26,2.72059,20.7551,37.7755,190.226,2.85887,1378.14,0.0634085,508.168,3034.72,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
ScottPlot__ScottPlot,,csharp,1,168,1425,158,1867,5873,5311,518,9574,1445,8129,168,1425,0,1871,2236,1349,7318,703,1321,7687,1836,8129,2004,3.10445,1,289,8.65876,0.773433,0,37,1.30887,1,14,1.7241,1.30887,0,211,7.8577,1.38413,1,30,1.27059,87,0.72255,0.72255,354,4,1.32738,0,0,0,0,2,3,0.886076,1,49,11.8101,22,253,0,0,0,8.48214,22,80,3.15846,1,292,4.21216,3,10,179,5.14496,18.2798,39.2979,195.09,2.63107,1966.04,0.0650299,413.287,2112.53,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
SebLague__Digital-Logic-Sim,,csharp,1,30,114,20,124,745,723,20,1170,570,600,30,114,0,124,139,16,1315,44,44,846,321,600,343,5.99194,4,36,5.90857,4.59677,4,21,1.13557,1,14,1.54455,1.13557,1,12,1.4224,0.805369,1,6,0.563158,25,0.129032,0.129032,7,1,1,0,0,0,0,2,3,0.7,1,5,5.75,10,55,0,0,0,3.8,6,15,6.02419,4,36,2.6604,2,6,28,2.49861,12.6044,22.0954,93.7393,2.09973,548.953,0.0312464,243.003,1096.72,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
SebLague__Geographical-Adventures,,csharp,1,105,369,47,437,1875,1627,213,4311,1696,2615,105,369,0,437,400,131,3571,142,275,2260,1741,2615,901,4.21053,3,42,5.08388,3.88101,2,52,1.20533,1,37,2.40953,1.20533,1,45,2.68348,1.39467,1,9,1.02653,77,0.299771,0.299771,17,3,1.39496,0,0,0,0,2,3,0.723404,2,8,6.40426,13,45,0,0,0,3.51429,9,18,4.30664,3,42,4.15147,2,9,284,10.2732,18.9342,56.4733,309.204,5.52304,13312.2,0.103068,644.547,8099.98,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
ShareX__ShareX,,csharp,1,67,688,16,978,6011,5432,527,10296,1766,8530,67,688,0,978,1073,349,7777,362,868,6065,1727,8530,1138,6.09305,2,376,18.7425,1.80573,0,76,1.00898,1,57,1.84797,1.00898,0,115,3.26528,1.41907,1,10,0.977916,79,0.356851,0.356851,51,4,1.96407,0,0,0,0,2,2,0.9375,5,10,61.125,173,260,0,0,0,10.2687,18,48,6.14928,2,376,2.50823,1,5,276,6.28329,15.7093,31.8603,158.761,2.69314,1893.8,0.0529203,325.598,1966.47,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Siccity__xNode,,csharp,1,6,30,3,43,266,243,23,475,138,337,6,30,0,43,59,1,404,23,11,319,169,337,90,6.18605,2,49,9.51927,3.2093,2,31,1.19925,1,27,2.44829,1.19925,1,21,1.88628,1.26692,1,9,1.22464,11,0.0232558,0.0232558,1,1,1,0,0,0,0,2,1,0.333333,1,1,13.6667,22,22,0,0,0,5,18,18,6.18605,2,49,3.44361,3,7,25,3.24191,21.6996,53.5844,295.503,5.1026,7017.81,0.098501,485.889,4927.17,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
SignalR__SignalR,,csharp,1,118,647,114,781,3133,2798,335,4725,920,3805,118,647,0,781,1059,309,4053,120,1557,3631,340,3805,856,4.01152,2,71,5.57143,1.17798,0,32,1.15895,1,15,1.66437,1.15895,0,163,6.52166,1.21449,1,11,0.369565,13,0.395647,0.395647,62,6,2.01342,0,0,0,0,2,7,0.973684,2,23,6.85088,18,80,0,0,0,5.48305,15,44,4.03713,2,71,2.83466,1,7,94,3.90987,17.3117,30.768,146.396,1.77368,746.936,0.0487988,377.851,1187.36,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
SixLabors__ImageSharp,,csharp,1,205,1946,156,2110,13185,11660,1260,27500,5200,22300,205,1946,0,2110,2721,502,18385,1739,3001,17127,9406,22300,6122,6.12322,3,374,14.0842,2.46445,0,256,1.29898,1,34,1.64206,1.29898,0,328,7.40923,1.69132,1,32,1.80885,794,0.237915,0.237915,40,4,1.29058,0,0,0,0,2,6,0.987179,3,17,13.5256,34,152,0,0,0,9.49268,22,65,6.25308,3,374,2.94767,2,7,100,4.22905,18.0599,42.2031,204.49,3.03668,2104.78,0.0681633,453.222,2992.58,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Sonarr__Sonarr,,csharp,1,451,2519,481,3113,11266,9844,1388,15269,3016,12253,451,2519,0,3113,3663,1202,14282,1234,3443,13756,377,12253,6399,3.6081,2,81,5.52051,0.96884,0,33,1.22102,1,19,1.52439,1.22102,0,1073,11.0565,1.08761,1,16,0.125,51,0.386123,0.386123,204,4,1.28992,0,0,0,0,2,8,0.991684,2,49,6.47193,13,275,0,0,0,5.58537,11,205,3.62094,2,81,2.91701,2,6,64,3.13682,17.0357,31.2237,149.016,1.60457,725.26,0.049672,343.376,1169.79,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Sophia-Community__SophiApp,,csharp,1,14,152,14,180,987,869,118,1910,936,974,14,152,0,180,193,35,1923,8,74,917,13,974,30,5.48333,2,190,20.3017,5.2,0,497,0.929078,1,18,1.27918,0.929078,0,147,5.89721,0.986829,1,11,0.0138889,2,0.194444,0.194444,13,3,1.35714,0,0,0,0,2,1,0.928571,0,13,12.8571,39,65,0,0,0,10.8571,35,39,5.48333,2,190,1.1459,0,3,22,2.17264,11.3372,16.1761,63.404,1.03679,133.684,0.0211347,129.268,320,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Stability-AI__StableSwarmUI,,csharp,1,15,69,15,152,572,550,21,1704,792,912,15,69,0,152,243,21,1364,28,31,1095,1262,912,248,3.75658,1,46,6.49493,5.21053,2,107,1.91434,1,32,2.95916,1.91434,1,68,4.83338,1.59441,1,19,1.59343,52,0.138158,0.138158,7,2,1.19048,0,0,0,0,2,1,0.933333,0,14,10.1333,24,31,0,0,0,4.6,9,17,3.76316,1,46,4.7028,3,10,105,6.92889,34.8091,83.8,537.622,5.06114,10905.3,0.179207,1126.18,14295,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
StackExchange__StackExchange.Redis,,csharp,1,17,318,19,512,5404,4906,380,11441,1036,10405,17,318,0,512,718,233,6440,602,560,9886,1685,10405,4151,10.3242,3,522,35.2218,2.02344,0,138,1.82939,1,27,2.45736,1.82939,0,564,14.9209,1.92543,2,24,1.62645,127,0.455078,0.455078,98,4,1.50446,0,0,0,0,2,3,0.684211,2,6,26.8947,141,302,0,0,0,18.7059,84,99,10.5781,3,522,2.96706,2,9,56,4.99948,17.5726,36.2234,172.675,2.02576,1257.2,0.0575585,390.709,1744.29,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
StephenCleary__AsyncEx,,csharp,1,12,59,5,83,582,526,55,432,82,350,12,59,0,83,108,1,664,1,212,519,10,350,64,7,5,24,6.36065,0.987952,0,6,0.891753,1,6,1.02727,0.891753,0,21,2.53165,0.601375,0,5,0.121951,6,0.0120482,0.0120482,1,1,1,0,0,0,0,2,2,0.6,2,2,16.4,53,53,0,0,0,4.91667,11,14,7.01205,5,24,2.92612,2,7,17,2.658,11.3441,17.7015,67.6827,0.988538,132.169,0.0225609,147.149,342.555,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
StockSharp__StockSharp,,csharp,1,176,940,94,1282,6317,5380,908,11724,2837,8887,176,940,0,1282,1585,704,9154,837,1473,4477,767,8887,4352,4.90484,3,285,12.5642,2.21295,0,233,0.708722,0,25,1.32928,0.708722,0,103,2.76171,1.40684,1,16,0.270356,20,0.549142,0.549142,34,5,1.97822,0,0,0,0,2,4,0.595745,1,18,13.6383,24,172,0,0,0,5.34091,10,135,4.9415,3,285,2.6712,2,6,77,4.4543,17.0086,39.6572,206.872,3.25389,3272.36,0.0689573,468.047,3308.41,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
TGSAN__CMWTAT_Digital_Edition,,csharp,1,3,8,4,12,56,54,2,204,133,71,3,8,0,12,17,0,189,0,2,62,12,71,4,4.66667,0.5,37,10.2089,11.0833,2,83,1.10714,1,11,1.85817,1.10714,0,13,2.10169,1.26786,1,5,0.0902256,4,0,0,0,,,0,0,0,0,2,1,0.25,1,1,3,4,4,0,0,0,2.66667,4,4,4.66667,0.5,37,3.85714,2,8,23,5.03356,26.5185,62.3889,376.163,3.47994,5858.09,0.125388,598.612,5526.72,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,
TechnitiumSoftware__DnsServer,,csharp,1,38,151,38,190,1553,1326,227,3670,1023,2647,38,151,0,190,238,113,2576,69,463,2279,385,2647,408,8.17368,4,84,11.2767,5.38421,2,119,1.46748,1,22,2.41355,1.46748,1,180,5.7432,1.70444,1,13,0.376344,106,0.594737,0.594737,30,3,1.23171,0,0,0,0,2,2,0.289474,0,6,5,12,26,0,0,0,3.97368,8,25,8.17895,4,84,4.28976,3,10,137,7.37251,31.1606,81.6795,500.168,5.92324,11373.5,0.166723,1169.79,16309.6,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
TheAlgorithms__C-Sharp,,csharp,1,113,469,124,481,1822,1702,104,1920,176,1744,113,469,0,481,616,56,1998,26,720,1854,35,1744,99,3.75468,2,47,5.72536,0.365904,0,8,1.01756,1,7,1.11556,1.01756,0,29,2.12938,0.95719,1,7,0.198864,3,0.116424,0.116424,42,1,1,0,0,0,0,2,4,0.975806,2,19,3.87903,8,43,0,0,0,4.15044,8,43,3.79626,2,50,3.79857,3,7,86,3.99376,16.7685,34.2814,150.788,3.50654,1003.06,0.0502626,314.041,2725.76,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
ThreeMammals__Ocelot,,csharp,1,159,721,160,794,3901,3387,512,5010,1582,3428,159,721,0,794,1002,347,5483,308,1941,5696,72,3428,1236,4.91058,2,81,7.25313,1.99244,0,38,1.46014,0,55,2.9155,1.46014,0,228,8.53109,0.878749,1,37,0.045512,8,0.437028,0.437028,120,2,1.01729,0,0,0,0,2,4,0.95,2,39,4.9625,9,58,0,0,0,4.53459,10,51,4.91562,2,81,2.62779,2,6,88,3.23843,16.096,26.3815,121.925,0.898004,239.013,0.0406416,333.669,446.466,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Tichau__FileConverter,,csharp,1,13,98,11,124,419,328,84,722,199,523,13,98,0,124,141,22,618,6,34,360,333,523,75,3.32258,2,24,4.11243,1.60484,0,18,0.859189,0,15,1.68008,0.859189,0,49,3.03075,1.24821,1,5,1.67337,6,0.177419,0.177419,6,2,1.13636,0,0,0,0,2,2,0.818182,1,8,11.2727,19,27,0,0,0,7.53846,13,15,3.3871,2,24,3.17661,2,7,39,3.91464,20.689,45.5701,236.448,4.56562,3385.48,0.0788159,604.247,5139.32,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Tyrrrz__CliWrap,,csharp,1,16,75,16,83,293,270,4,315,39,276,16,75,0,83,104,10,332,84,31,360,5,276,44,3.3012,1,36,5.44354,0.46988,0,5,1.22867,1,10,1.40899,1.22867,0,95,7.32187,0.94198,1,5,0.128205,3,0.120482,0.120482,4,1,1,0,0,0,0,2,4,0.9375,2,8,5.1875,12,12,0,0,0,4.6875,11,11,3.53012,1,42,2.35836,2,5,14,2.60963,16.6481,25.2148,112.374,1.08736,289.333,0.037458,248.156,412.549,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Tyrrrz__DiscordChatExporter,,csharp,1,37,185,41,175,442,423,16,682,143,539,37,185,0,175,217,53,585,52,80,492,1,539,152,2.50857,1,18,2.98734,0.817143,0,34,1.11312,1,11,1.51788,1.11312,0,46,3.26864,1.21946,1,14,0.00699301,1,0.302857,0.302857,11,2,1.08163,0,0,0,0,2,4,0.97561,3,7,4.26829,10,19,0,0,0,5,15,21,2.52571,1,18,2.63122,2,6,30,3.73224,18.2388,32.8203,157.687,1.95805,763.806,0.0525622,332.168,1392.86,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Tyrrrz__YoutubeDownloader,,csharp,1,17,64,18,66,165,152,12,279,78,201,17,64,0,66,87,7,243,12,22,115,0,201,39,2.48485,2,15,2.66426,1.18182,0,12,0.69697,0,8,1.33677,0.69697,0,7,1.1981,1.21818,1,6,0,0,0.106061,0.106061,4,1,1,0,0,0,0,2,3,0.944444,4,7,3.66667,9,9,0,0,0,3.76471,7,9,2.5,2,15,1.94545,1,5,19,2.46983,13.8355,22.1645,97.9511,1.83555,482.532,0.0326504,249.123,1186.3,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Uahh__ToastFish,,csharp,1,10,18,10,26,117,109,8,213,75,138,10,18,0,26,36,3,192,3,49,130,91,138,30,4.5,2,24,7.15354,2.88462,0,18,1.11111,0,14,2.59117,1.11111,1,12,1.51786,1.17949,1,5,1.21333,8,0.115385,0.115385,2,2,1.33333,0,0,0,0,2,2,0.9,2,7,2.6,6,7,0,0,0,1.8,2,5,4.5,2,24,6.23077,4,12,116,11.1634,31.2477,79.8532,458.829,5.70454,6560.88,0.152943,1320.51,18294,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
UnigramDev__Unigram,,csharp,1,100,1039,117,1913,14783,13460,1313,25656,6397,19259,100,1039,0,1913,1994,835,21180,183,2531,15687,2110,19259,3431,7.72243,3,268,15.2963,3.34396,1,312,1.06115,1,83,1.74597,1.06115,0,779,8.64418,1.30278,1,18,0.329842,235,0.436487,0.436487,108,5,1.39568,0,0,0,0,2,3,0.948718,1,18,14.2393,30,197,0,0,0,10.39,23,117,7.77052,3,269,3.18203,2,7,144,4.88197,19.4751,40.6802,212.544,3.09877,2666.63,0.0708481,483.309,3317.12,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Unity-Technologies__EntityComponentSystemSamples,,csharp,1,218,734,115,1811,2135,2064,65,6055,3398,2657,218,734,0,1812,1752,52,5533,17,557,828,1544,2657,623,1.17559,1,49,2.14651,1.87631,1,33,0.387822,0,16,1.03496,0.387822,0,12,1.03947,1.2445,1,10,0.454385,12,0.0287134,0.0287134,12,4,1.44,0,0,0,0,2,4,0.834783,3,15,10.5826,21,203,0,0,0,3.36697,7,22,1.20762,1,49,3.82108,2,8,53,4.24571,21.4942,47.7902,251.434,3.52305,3210.38,0.0838113,613.107,5481.5,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Unity-Technologies__FPSSample,,csharp,1,165,595,50,1114,3821,3389,398,8659,4023,4636,165,595,0,1114,603,282,7844,250,705,3875,2681,4636,2083,3.39946,2,61,5.00639,3.61131,2,54,1.01413,0,39,1.99641,1.01413,0,123,3.36209,1.21329,1,12,0.666418,47,0.253142,0.253142,51,3,1.1374,0,0,0,0,2,4,0.64,2,3,6.02,18,48,0,0,0,3.60606,9,23,3.43268,2,61,3.62523,2,8,58,5.04949,18.0097,39.5512,204.472,3.60123,3002.51,0.0681574,494.267,4009.41,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Unity-Technologies__ml-agents,,csharp,1,64,331,37,458,1981,1795,180,3141,1726,1415,64,331,0,458,510,153,3707,152,581,1646,824,1415,655,4.31223,2.5,43,4.65358,3.76856,2,32,0.830893,0,11,1.31514,0.830893,0,38,2.11892,0.714286,0,12,0.477404,26,0.334061,0.334061,31,3,1.43066,0,0,0,0,2,4,0.918919,2,14,10.973,32,78,0,0,0,5.17188,14,25,4.33624,3,43,3.87582,2,10,39,4.60578,15.6524,33.5571,156.99,2.75573,1052.02,0.05233,417.086,2394.04,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
